Ana_Deger_Kodu,Ana_Deger_Adi,Ana_Deger_Aciklamasi,Alt_Deger_Kodu,Alt_Deger_Adi,Davranis_Gostergesi_Kodu,Davranis_Gostergesi_Aciklamasi,Ogretim_Yontemleri
D8,MAHREMİYET,"Kendisinin, ailesinin ve başkalarının kişisel alanını ve bilgilerini korumayı; başkalarının özgürlüklerini ihlal etmemeyi, kişisel sınırlarına saygı duymayı ve millî ve manevi değerlerde mahremiyetin sınırlarını kapsar.",D8.2,Sosyal ilişkilerde kişisel alanları korumak,D8.2.1,Bedensel ve mekânsal mahremiyetin korunmasına özen gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D8,MAHREMİYET,"Kendisinin, ailesinin ve başkalarının kişisel alanını ve bilgilerini korumayı; başkalarının özgürlüklerini ihlal etmemeyi, kişisel sınırlarına saygı duymayı ve millî ve manevi değerlerde mahremiyetin sınırlarını kapsar.",D8.2,Sosyal ilişkilerde kişisel alanları korumak,D8.2.2,Ortak kullanım alanlarında başkasını rahatsız edecek davranışlarda bulunmamaya dikkat eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D8,MAHREMİYET,"Kendisinin, ailesinin ve başkalarının kişisel alanını ve bilgilerini korumayı; başkalarının özgürlüklerini ihlal etmemeyi, kişisel sınırlarına saygı duymayı ve millî ve manevi değerlerde mahremiyetin sınırlarını kapsar.",D8.2,Sosyal ilişkilerde kişisel alanları korumak,D8.2.3,Hak ve özgürlüklerden yararlanırken diğer insanların kişisel sınırlarını gözetir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D8,MAHREMİYET,"Kendisinin, ailesinin ve başkalarının kişisel alanını ve bilgilerini korumayı; başkalarının özgürlüklerini ihlal etmemeyi, kişisel sınırlarına saygı duymayı ve millî ve manevi değerlerde mahremiyetin sınırlarını kapsar.",D8.2,Sosyal ilişkilerde kişisel alanları korumak,D8.2.4,Zorbalık davranışlarını ayırt eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D8,MAHREMİYET,"Kendisinin, ailesinin ve başkalarının kişisel alanını ve bilgilerini korumayı; başkalarının özgürlüklerini ihlal etmemeyi, kişisel sınırlarına saygı duymayı ve millî ve manevi değerlerde mahremiyetin sınırlarını kapsar.",D8.2,Sosyal ilişkilerde kişisel alanları korumak,D8.2.5,Zorbalığa maruz kaldığında yardım ister.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.1,Vicdanlı olmak,D9.1.1,Merhametli davranmayı gerektiren durumları fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.1,Vicdanlı olmak,D9.1.2,İnsanların acılarına karşı duyarlı davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.2,Şefkatli olmak,D9.2.1,Kendisine şefkatli davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.2,Şefkatli olmak,D9.2.2,Yardıma muhtaç kişilere sabırlı ve anlayışlı davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.2,Şefkatli olmak,D9.2.3,Özel gereksinimli fertlerin duygularına önem verir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.2,Şefkatli olmak,D9.2.4,Herkesin hata yapabileceğini kabul eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.2,Şefkatli olmak,D9.2.5,Affetmenin önemini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.3,İnsanı ve doğayı sevmek,D9.3.1,Doğayı korumaya önem verir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.3,İnsanı ve doğayı sevmek,D9.3.2,Doğadaki tüm canlıların yaşam haklarını savunur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.3,İnsanı ve doğayı sevmek,D9.3.3,Hayvanlara karşı duyarlı olur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.3,İnsanı ve doğayı sevmek,D9.3.4,İnsan ve diğer canlılara yardım etmekten mutluluk duyar.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D9,MERHAMET,"İnsanlara ve diğer canlılara karşı vicdanlı, şefkatli, sevgi dolu, duyarlı ve sorumlu olmayı kapsar.",D9.3,İnsanı ve doğayı sevmek,D9.3.5,Doğal yaşamı korumaya ve zenginleştirmeye yönelik etkinliklere gönüllü olarak katılır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.1,Olay ve durumlar karşısında ılımlı ve iyimser yaklaşım sergiler.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.2,Çevresindekilerin başarılarını olumlu ve güzel yanlarını takdir eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.3,Grup çalışmalarında uyumlu davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.4,İnsanlara karşı sabır nezaket ve anlayış gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.5,Gerektiğinde diğerkâm davranılması gerektiğini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.6,Olaylar ve durumlar karşısında farklı bakış açıları olabileceğini kabul eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.1,Olay ve durumlar karşısında ılımlı ve iyimser yaklaşım sergiler.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.2,Çevresindekilerin başarılarını olumlu ve güzel yanlarını takdir eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.3,Grup çalışmalarında uyumlu davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.4,İnsanlara karşı sabır nezaket ve anlayış gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.5,Gerektiğinde diğerkâm davranılması gerektiğini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D10,MÜTEVAZILIK,"Kendini bilmeyi; gösterişten ve kibirden uzak, sade, sabırlı, saygılı, duyarlı ve yapıcı olmayı kapsar.",D10.1,İnsan ilişkilerinde yapıcı olmak,D10.1.6,Olaylar ve durumlar karşısında farklı bakış açıları olabileceğini kabul eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D11,ÖZGÜRLÜK,"Cesur, girişimci ve kararlı olmayı; özgürlüklerini kullanırken kişisel ve toplumsal haklara saygı göstermeyi kapsar.",D11.1,Kararlı olmak,D11.1.1,Gerektiğinde kendi kararlarını alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D11,ÖZGÜRLÜK,"Cesur, girişimci ve kararlı olmayı; özgürlüklerini kullanırken kişisel ve toplumsal haklara saygı göstermeyi kapsar.",D11.1,Kararlı olmak,D11.1.2,Duygu ve düşüncelerini etki altında kalmadan ifade eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D11,ÖZGÜRLÜK,"Cesur, girişimci ve kararlı olmayı; özgürlüklerini kullanırken kişisel ve toplumsal haklara saygı göstermeyi kapsar.",D11.1,Kararlı olmak,D11.1.3,Hak ve özgürlüklerini kullanma ve korumaya önem verir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D11,ÖZGÜRLÜK,"Cesur, girişimci ve kararlı olmayı; özgürlüklerini kullanırken kişisel ve toplumsal haklara saygı göstermeyi kapsar.",D11.1,Kararlı olmak,D11.1.4,Gerektiğinde verdiği kararların sorumluluğunu alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D11,ÖZGÜRLÜK,"Cesur, girişimci ve kararlı olmayı; özgürlüklerini kullanırken kişisel ve toplumsal haklara saygı göstermeyi kapsar.",D11.1,Kararlı olmak,D11.1.5,Gerektiğinde hayır diyebilme becerisi sergiler.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D11,ÖZGÜRLÜK,"Cesur, girişimci ve kararlı olmayı; özgürlüklerini kullanırken kişisel ve toplumsal haklara saygı göstermeyi kapsar.",D11.2,Kişisel ve toplumsal haklara saygı göstermek,D11.2.1,Özgürlüklerini kullanırken diğer insanlara ve topluma karşı sorumluluklarına önem verir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D11,ÖZGÜRLÜK,"Cesur, girişimci ve kararlı olmayı; özgürlüklerini kullanırken kişisel ve toplumsal haklara saygı göstermeyi kapsar.",D11.2,Kişisel ve toplumsal haklara saygı göstermek,D11.2.2,Haklarını kullanırken diğer insanların haklarını dikkate alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D11,ÖZGÜRLÜK,"Cesur, girişimci ve kararlı olmayı; özgürlüklerini kullanırken kişisel ve toplumsal haklara saygı göstermeyi kapsar.",D11.2,Kişisel ve toplumsal haklara saygı göstermek,D11.2.3,Toplumsal düzenin sağlanması için kurallara uyar.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D12,SABIR,"Olumlu bakış açısına sahip olmayı, zor ve kötü durumlara karşı dayanmayı, istikrarlı davranmayı, süreci yönetmeyi, sorumlulukları yerine getirmeyi; duygu, düşünce ve eylemleri kontrol etmeyi kapsar.",D12.1,Düşünce duygu ve davranışlarında kontrollü olmak,D12.1.1,Sabrın toplumsal hayattaki önemini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D12,SABIR,"Olumlu bakış açısına sahip olmayı, zor ve kötü durumlara karşı dayanmayı, istikrarlı davranmayı, süreci yönetmeyi, sorumlulukları yerine getirmeyi; duygu, düşünce ve eylemleri kontrol etmeyi kapsar.",D12.1,Düşünce duygu ve davranışlarında kontrollü olmak,D12.1.2,Sabır gerektiren davranışları bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D12,SABIR,"Olumlu bakış açısına sahip olmayı, zor ve kötü durumlara karşı dayanmayı, istikrarlı davranmayı, süreci yönetmeyi, sorumlulukları yerine getirmeyi; duygu, düşünce ve eylemleri kontrol etmeyi kapsar.",D12.1,Düşünce duygu ve davranışlarında kontrollü olmak,D12.1.3,Beklemekte zorlandığı durumlarda dikkatini farklı bir işe yönlendirir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D12,SABIR,"Olumlu bakış açısına sahip olmayı, zor ve kötü durumlara karşı dayanmayı, istikrarlı davranmayı, süreci yönetmeyi, sorumlulukları yerine getirmeyi; duygu, düşünce ve eylemleri kontrol etmeyi kapsar.",D12.1,Düşünce duygu ve davranışlarında kontrollü olmak,D12.1.4,Gerektiğinde kendini sakinleştirir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
